Customer ID,Customer Name,Region,Segment
TT-21265,Tim Taslimi,West,Corporate
SB-20170,Sarah Bern,East,Consumer
CL-12700,Craig Leslie,Central,Home Office
HG-15025,Hunter Glantz,Central,Consumer
NL-18310,Nancy Lomonaco,West,Home Office
RR-19525,Rick Reed,East,Corporate
TC-21295,Toby Carlisle,West,Consumer
SV-20785,Stewart Visinsky,West,Consumer
BE-11410,Bobby Elias,East,Consumer
SC-20680,Steve Carroll,South,Home Office
DF-13135,David Flashing,West,Consumer
FH-14350,Fred Harton,West,Consumer
MS-17530,MaryBeth Skach,West,Consumer
RH-19555,Ritsa Hightower,South,Consumer
GA-14515,George Ashbrook,West,Consumer
JP-16135,Julie Prescott,South,Home Office
Dp-13240,Dean percer,West,Home Office
MO-17950,Michael Oakman,Central,Consumer
DL-13330,Denise Leinenbach,West,Consumer
MH-18025,Michelle Huthwaite,West,Consumer
DR-12940,Daniel Raglin,East,Home Office
DM-13015,Darrin Martin,West,Consumer
CA-11965,Carol Adams,South,Corporate
AC-10660,Anna Chung,Central,Consumer
DM-13345,Denise Monton,South,Corporate
VF-21715,Vicky Freymann,Central,Home Office
CC-12370,Christopher Conant,South,Consumer
BF-11275,Beth Fritzler,West,Corporate
HG-14845,Harry Greene,South,Consumer
BP-11155,Becky Pak,South,Consumer
EM-14140,Eugene Moren,West,Home Office
MA-17995,Michelle Arnett,East,Home Office
AY-10555,Andy Yotov,West,Corporate
GB-14575,Giulietta Baptist,East,Consumer
JB-16045,Julia Barnett,South,Home Office
MG-17875,Michael Grace,East,Home Office
SR-20425,Sharelle Roach,West,Home Office
JB-16000,Joy Bell-,Central,Consumer
DM-12955,Dario Medina,Central,Corporate
TC-21475,Tony Chapman,South,Home Office
SW-20350,Sean Wendt,Central,Home Office
RE-19450,Richard Eichhorn,Central,Consumer
BF-11215,Benjamin Farhat,West,Home Office
KB-16405,Katrina Bavinger,West,Home Office
JG-15310,Jason Gross,East,Corporate
EC-14050,Erin Creighton,East,Consumer
EB-14110,Eugene Barchas,East,Consumer
JP-15460,Jennifer Patt,East,Corporate
CS-11845,Cari Sayre,West,Corporate
GH-14410,Gary Hansen,West,Home Office
PT-19090,Pete Takahito,Central,Consumer
JL-15130,Jack Lebron,Central,Consumer
AH-10030,Aaron Hawkins,East,Corporate
CC-12475,Cindy Chapman,East,Consumer
DW-13195,David Wiener,Central,Corporate
SJ-20215,Sarah Jordon,Central,Consumer
BG-11740,Bruce Geld,East,Consumer
LB-16795,Laurel Beltran,Central,Home Office
CM-11815,Candace McMahon,Central,Corporate
EH-14185,Evan Henry,South,Consumer
TS-21505,Tony Sayre,South,Consumer
PR-18880,Patrick Ryan,West,Consumer
LC-17050,Liz Carlisle,West,Consumer
CS-12490,Cindy Schnelling,Central,Corporate
DH-13075,Dave Hallsten,South,Corporate
JO-15145,Jack O'Briant,East,Corporate
AH-10690,Anna Häberlin,East,Corporate
HJ-14875,Heather Jas,South,Home Office
MH-17455,Mark Hamilton,South,Consumer
RD-19930,Russell D'Ascenzo,Central,Consumer
SC-20020,Sam Craven,Central,Consumer
SU-20665,Stephanie Ulpright,South,Home Office
FC-14335,Fred Chung,Central,Corporate
RB-19330,Randy Bradley,East,Consumer
NC-18535,Nick Crebassa,Central,Corporate
DB-12970,Darren Budd,West,Corporate
MF-17665,Maureen Fritzler,East,Corporate
RM-19750,Roland Murray,East,Consumer
VM-21835,Vivian Mathis,East,Consumer
EJ-13720,Ed Jacobs,West,Consumer
NC-18415,Nathan Cano,South,Consumer
LS-17230,Lycoris Saunders,East,Consumer
KE-16420,Katrina Edelman,South,Corporate
DH-13675,Duane Huffman,East,Home Office
PF-19120,Peter Fuller,West,Consumer
VT-21700,Valerie Takahito,East,Home Office
MG-17695,Maureen Gnade,East,Consumer
SP-20920,Susan Pistek,West,Consumer
CS-12175,Charles Sheldon,South,Corporate
DK-12895,Dana Kaydos,Central,Consumer
KM-16660,Khloe Miller,South,Consumer
AA-10645,Anna Andreadi,East,Consumer
DD-13570,Dorothy Dickinson,Central,Consumer
AH-10465,Amy Hunt,East,Consumer
TP-21565,Tracy Poddar,West,Corporate
EK-13795,Eileen Kiefer,West,Home Office
CR-12820,Cyra Reiten,East,Home Office
SG-20890,Susan Gilcrest,Central,Corporate
AH-10585,Angele Hood,Central,Consumer
NF-18475,Neil Französisch,Central,Home Office
BS-11365,Bill Shonely,East,Corporate
SH-20635,Stefanie Holloman,South,Corporate
RD-19720,Roger Demir,South,Consumer
AG-10330,Alex Grayson,West,Consumer
GR-14560,Georgia Rosenberg,West,Corporate
VS-21820,Vivek Sundaresam,West,Consumer
TM-21490,Tony Molinari,Central,Consumer
TS-21430,Tom Stivers,West,Corporate
DB-13360,Dennis Bolton,East,Home Office
NR-18550,Nick Radford,Central,Consumer
CS-11860,Cari Schnelling,South,Consumer
MF-18250,Monica Federle,West,Corporate
LW-17125,Liz Willingham,East,Consumer
AR-10345,Alex Russell,East,Corporate
KS-16300,Karen Seio,West,Corporate
AB-10015,Aaron Bergman,West,Consumer
LR-17035,Lisa Ryan,East,Corporate
SS-20410,Shahid Shariari,West,Consumer
JM-15580,Jill Matthias,South,Consumer
JK-15325,Jason Klamczynski,Central,Corporate
DM-13525,Don Miller,Central,Corporate
ML-18265,Muhammed Lee,West,Consumer
MH-17290,Marc Harrigan,West,Home Office
FC-14245,Frank Carlisle,East,Home Office
TH-21115,Thea Hudgings,East,Corporate
JK-16090,Juliana Krohn,Central,Consumer
SB-20185,Sarah Brown,East,Consumer
BG-11035,Barry Gonzalez,South,Consumer
BW-11065,Barry Weirich,South,Consumer
MG-18205,Mitch Gastineau,South,Corporate
DO-13645,Doug O'Connell,West,Consumer
BP-11050,Barry Pond,East,Corporate
TS-21655,Trudy Schmidt,Central,Consumer
EM-14200,Evan Minnotte,South,Home Office
AO-10810,Anthony O'Donnell,West,Corporate
MH-17440,Mark Haberlin,East,Corporate
SS-20515,Shirley Schmidt,South,Home Office
LD-16855,Lela Donovan,Central,Corporate
VP-21760,Victoria Pisteka,West,Corporate
TC-21145,Theresa Coyne,East,Corporate
IM-15055,Ionia McGrath,West,Consumer
AR-10570,Anemone Ratner,South,Consumer
CM-12715,Craig Molinari,Central,Corporate
FW-14395,Fred Wasserman,South,Corporate
LC-16960,Lindsay Castell,South,Home Office
HE-14800,Harold Engle,Central,Corporate
BD-11560,Brendan Dodson,West,Home Office
HD-14785,Harold Dahlen,East,Home Office
CJ-11875,Carl Jackson,East,Corporate
RS-19870,Roy Skaria,Central,Home Office
SC-20845,Sung Chung,Central,Consumer
RE-19405,Ricardo Emerson,East,Consumer
SM-20905,Susan MacKendrick,East,Consumer
